"id","name","address","area","borough","postcode","?","another?","latitude","longitude","london borough"
90240,"Mill Hill Services Club","Mill Hill Services Club Ltd, 11 Hartley Avenue, London","NW7 2HX",521714,192158,51.615101,-0.243484,Barnet
90242,"Mill Hill Village Sports Club","The Mill Hill Cricket Club,  Burtonhole Lane, London","NW7 1AS",523547,192816,51.620624,-0.216777,Barnet
90344,"Oak Hill Bowls Club","Oak Hill Park,  Parkside Gardens, Barnet","EN4 8JS",528204,194649,51.636047,-0.148874,Barnet
90351,"Oakleigh Lawn Tennis & Squash Club","100 Oakleigh Road North, London","N20 9EZ",526818,193905,51.629675,-0.169160,Barnet
90352,"Oakleigh Park School Of Swimming","100 Oakleigh Road North, London","N20 9EZ",526818,193905,51.629675,-0.169160,Barnet
90367,"O'Hanlons PH","O'Hanlons, 210 West Hendon Broadway, London","NW9 7EE",522128,187945,51.577149,-0.238972,Barnet
90371,"Old Elizabethans Social Club","Old Elizabethans (Barnet) Memorial Playing Field,  Mays Lane, Barnet","EN5 2AG",522678,194779,51.638437,-0.228636,Barnet
90372,"Old Fold Manor Artisans Golf Club","Old Fold Manor Golf Club,  Old Fold Lane, Barnet","EN5 4QN",524569,197727,51.664515,-0.200276,Barnet
90384,"Orange Tree Public House","Orange Tree, 7 Totteridge Village, London","N20 8NX",524930,193895,51.630007,-0.196426,Barnet
90392,"Osidge Arms","Osidge Arms,  Hampden Square, London","N14 5JP",528662,194228,51.632159,-0.142414,Barnet
90396,"Oxi Football Club","232 Woodhouse Road, London","N12 0RS",527308,191891,51.611474,-0.162815,Barnet
90416,"Papillion Lounge Bar","The Market Place,  Falloden Way, London","NW11 6JJ",526002,188985,51.585643,-0.182709,Barnet
90494,"Poolside Manor Ltd","Poolside Manor,  Lyndhurst Gardens, London","N3 1TD",524586,190733,51.601667,-0.202524,Barnet
90509,"Powerleague Fives Limited","Powerleague Soccer Centre, 31 Pursley Road, London","NW7 2BB",522890,191345,51.607539,-0.226777,Barnet
90519,"Prince Of Wales","Prince Of Wales, 2 Church Hill Road, Barnet","EN4 8TB",527209,195239,51.641566,-0.163030,Barnet
90529,"Pure Gym","18 East Barnet Road, Barnet","EN4 8RQ",526640,196098,51.649422,-0.170937,Barnet
90538,"Queens Arms","Queens Arms,  Great North Road, Barnet","EN5 1AB",525464,195762,51.646658,-0.188061,Barnet
90546,"Railway Tavern","Railway Tavern, 129 Hale Lane, London","NW7 3SB",520641,192276,51.616401,-0.258918,Barnet
90547,"Railway Tavern","Railway Tavern, 3 East Barnet Road, Barnet","EN4 8RR",526395,196178,51.650187,-0.174448,Barnet
90561,"Red Lion","Toby Carvery, 31 High Street, Barnet","EN5 5UW",524632,196424,51.652800,-0.199829,Barnet
90652,"Sebright Arms","9 Alston Road, Barnet","EN5 4ET",524068,196798,51.656278,-0.207852,Barnet
90718,"South Herts Golf Club","South Herts Golf Club,  Links Drive, London","N20 8QU",525512,194174,51.632376,-0.187922,Barnet
90719,"Southover Pre School","Old Finchleians Club, 12 Southover, London","N12 7JE",525371,192704,51.619205,-0.190484,Barnet
90739,"St Barnabas","St Barnabas Church,  Holden Road, London","N12 7DN",525618,192492,51.617254,-0.186993,Barnet
90741,"St Edwards Church Social Club","St Edward The Confessor Roman Catholic Church, 700 Finchley Road, London","NW11 7NE",525072,187928,51.576351,-0.196501,Barnet
90762,"St Peter's Social Club","63 Somerset Road, Barnet","EN5 1RF",526217,195953,51.648205,-0.177100,Barnet
90837,"Tally Ho","749 High Road, London","N12 0BP",526359,192121,51.613746,-0.176430,Barnet
90861,"Templars Lawn Tennis Club","Templars Lawn Tennis Club,  St Andrews Road, London","NW11 0PJ",524783,188117,51.578113,-0.200602,Barnet
90890,"The Arena Club","17 Central Circus, London","NW4 3AS",522958,188632,51.583142,-0.226746,Barnet
90891,"The Arkley","The Arkley Public House, 2 Barnet Road, Barnet","EN5 3EP",523198,196318,51.652155,-0.220585,Barnet
90898,"The Beaufort","2 Heritage Avenue, London","NW9 5AA",521806,190094,51.596531,-0.242857,Barnet
90901,"The Black Horse","The Black Horse, 92 Wood Street, Barnet","EN5 4BW",524282,196473,51.653318,-0.204868,Barnet
90904,"The Bodhran PH","3 Vivian Avenue, London","NW4 3UT",522857,188556,51.582481,-0.228229,Barnet
90905,"The Bohemia","762 High Road, London","N12 9QH",526360,192309,51.615435,-0.176348,Barnet
90907,"The Bridge Tavern","9 The Broadway, London","NW7 3LN",521337,192053,51.614238,-0.248948,Barnet
90909,"The Butchers Arms","148 High Street, Barnet","EN5 5XP",524510,196748,51.655739,-0.201477,Barnet
90917,"The Chandos Arms","31 Colindale Avenue, London","NW9 5DS",520943,189709,51.593261,-0.255446,Barnet
90920,"The Claddagh Ring","The Claddagh Ring, 10 Church Road, London","NW4 4EA",522982,189415,51.590174,-0.226126,Barnet
90922,"The Cock Inn","The Cock And Dragon,  Chalk Lane, Enfield","EN4 9HU",527760,196693,51.654507,-0.154541,Barnet
90945,"The Finchley Tavern","686 High Road, London","N12 9PT",526424,192019,51.612816,-0.175544,Barnet
90946,"The Five Bells","Five Bells, 165 East End Road, London","N2 0LZ",526738,189520,51.590286,-0.171898,Barnet
90948,"The Freemasons Fraternity","Acre House, 402 Finchley Road, London","NW2 2HR",525084,186253,51.561286,-0.196924,Barnet
90951,"The Gate Public House","The Gate, 195 Barnet Road, Barnet","EN5 3LA",521713,195155,51.642026,-0.242443,Barnet
90953,"The Gower Club","University College School Sports Ground,  Ranulf Road, London","NW2 2BS",524812,185915,51.558309,-0.200966,Barnet
90956,"The Greek Chef","Glebelands Indoor Bowls Club,  Summers Lane, London","N12 0PD",526634,191269,51.606027,-0.172783,Barnet
90959,"The Greyhound","The Greyhound, 50 Church End, London","NW4 4JT",522912,189526,51.591187,-0.227097,Barnet
90960,"The Griffin","The Griffin, 1262 High Road, London","N20 9HH",526436,193980,51.630444,-0.174648,Barnet
90965,"The Hendon","The Hendon, 377 Hendon Way, London","NW4 3LP",522940,188442,51.581439,-0.227072,Barnet
90975,"The Jolly Badger","128 Hale Lane, Edgware","HA8 9RZ",520492,192369,51.617259,-0.261037,Barnet
90978,"The King Of Prussia","363 Regents Park Road, London","N3 1DH",525126,190659,51.600882,-0.194750,Barnet
90988,"The Lord Nelson","14 West End Lane, Barnet","EN5 2SA",523874,196357,51.652357,-0.210804,Barnet
90991,"The Midland Hotel","The Midland Hotel Public House, 29 Station Road, London","NW4 4PN",522225,188344,51.580713,-0.237420,Barnet
90992,"The Moon Under  Water","Varley Parade,  The Hyde, London","NW9 6RR",521273,189061,51.587362,-0.250905,Barnet
90997,"The Old White Lion","Old White Lion, 121 Great North Road, London","N2 0NW",527241,189205,51.587342,-0.164756,Barnet
91009,"The Red Filly","Thornfield Parade,  Holders Hill Road, London","NW7 1LN",524243,191037,51.604483,-0.207358,Barnet
91010,"The Refectory","911 Finchley Road, London","NW11 7PE",525089,187658,51.573921,-0.196353,Barnet
91012,"The Rising Sun","137 Marsh Lane, London","NW7 4EY",521794,193502,51.627163,-0.241848,Barnet
91019,"The Spaniards Inn","The Spaniards Inn,  Spaniards Road, London","NW3 7JJ",526638,187232,51.569738,-0.174166,Barnet
91026,"The Three Wishes","The Three Wishes, 122 High Street, Edgware","HA8 7EL",519144,191776,51.612217,-0.280699,Barnet
91027,"The Three Wishes Kitchen","The Three Wishes, 122 High Street, Edgware","HA8 7EL",519144,191776,51.612217,-0.280699,Barnet
91034,"The Village Royal British Legion","St Johns Buildings,  Friern Barnet Road, London","N11 3DP",527866,192127,51.613459,-0.154675,Barnet
91037,"The Weavers","Greenhill Parade,  Great North Road, Barnet","EN5 1EU",525590,195701,51.646090,-0.186262,Barnet
91039,"The Windsor Castle","Windsor Castle,  The Walks, London","N2 8DL",526778,189888,51.593584,-0.171189,Barnet
91041,"The Woodhouse","230 Woodhouse Road, London","N12 0RS",527308,191891,51.611474,-0.162815,Barnet
91044,"The York Arms","York Arms, 310 Oakleigh Road North, London","N20 0DH",527538,193417,51.625127,-0.158940,Barnet
91047,"Three Hammers Public House","Three Hammers,  Hammers Lane, London","NW7 4EA",522336,192822,51.620942,-0.234258,Barnet
91048,"Three Horseshoes Public House","Three Horseshoes, 1166 High Road, London","N20 0RA",526426,193606,51.627076,-0.174928,Barnet
91060,Toolans,"866 High Road, London","N12 9RH",526346,192679,51.618772,-0.176431,Barnet
91069,"Totteridge Cricket Club","Totteridge Cricket Club,  Totteridge Green, London","N20 8PB",525092,193664,51.627895,-0.194169,Barnet
91071,"Totteridge Tennis Club","Totteridge Tennis Club,  Great Bushey Drive, London","N20 8QL",525943,194228,51.632783,-0.181678,Barnet
91120,"Virgin Active","34 Langstone Way, London","NW7 1GU",524018,191390,51.607696,-0.210481,Barnet
91121,"Virgin Active Cricklewood","108 Cricklewood Lane, London","NW2 2DS",524202,186012,51.559324,-0.209726,Barnet
91145,"Waterfall Tennis Club","The Pavilion,  Pymmes Green Road, London","N11 1DD",528995,193231,51.623132,-0.137972,Barnet
91173,"Wilf Slack Sports Club","19 East End Road, London","N3 2SU",525359,190184,51.596561,-0.191557,Barnet
91194,"Woodside Park Club","Woodside Park Club,  Southover, London","N12 7JG",525330,192778,51.619880,-0.191049,Barnet
91204,"Ye Olde Mitre Inne","Ye Olde Mitre Inne, 58 High Street, Barnet","EN5 5SJ",524650,196459,51.653111,-0.199557,Barnet
91205,"Ye Olde Monken Holt","Ye Olde Monken Holt, 193 High Street, Barnet","EN5 5SU",524503,196978,51.657808,-0.201496,Barnet
91278,Anchor,"The Blue Anchor Public House, Bridgen Road, Bexley, Kent","DA5 1JE",548387,173970,51.445278,0.133847,Bexley
91286,"Arcadia Lounge Bar","247 Broadway, Bexleyheath, Kent","DA6 8DB",548624,175331,51.457454,0.137831,Bexley
91325,"Barnehurst Golf Club","Mayplace Road East, Bexleyheath, Kent","DA7 6JU",550795,175717,51.460348,0.169205,Bexley
91335,"Bear & Ragged Staff","2 London Road, Crayford, Kent","DA1 4BH",551370,174784,51.451812,0.177091,Bexley
91347,"Bellegrove Social Club","90 Bellegrove Road, Welling, Kent","DA16 3QD",546093,175938,51.463566,0.101678,Bexley
91355,"Belvedere North Conservative Club","2 Paroma Road, Belvedere, Kent","DA17 5AA",549169,179056,51.490780,0.147241,Bexley
91357,"Belvedere Social Club","27-35 Nuxley Road, Belvedere, Kent","DA17 5JQ",549148,178138,51.482537,0.146551,Bexley
91359,"Belvedere Sports & Social Club","101A Woolwich Road, Abbey Wood, London","SE2 0DY",548451,178167,51.482981,0.136518,Bexley
91361,"Belvedere Working Men's Club","66 Gilbert Road, Belvedere, Kent","DA17 5DA",549124,179130,51.491457,0.146624,Bexley
91370,"Bexley & Sidcup Conservative Club","19 Station Road, Sidcup, Kent","DA15 7EB",546160,171978,51.427957,0.101008,Bexley
91384,"Bexley Lawn Tennis & Squash Club","Parkhurst Road, Bexley, Kent","DA5 1AX",549391,173956,51.444888,0.148267,Bexley
91392,"Bexleyheath Golf Club","Mount Road, Bexleyheath, Kent","DA6 8JS",548052,174724,51.452149,0.129350,Bexley
91394,"Bexleyheath Working Mens Club","Royal Oak Road, Bexleyheath, Kent","DA6 7HG",548921,175094,51.455237,0.142002,Bexley
91398,"Black Horse Public House","63 Albert Road, Bexley, Kent","DA5 1NT",549502,174011,51.445362,0.149902,Bexley
91447,"Burnt Ash (Bexley) Hockey Club","Manor Way, Bexley, Kent","DA5 3QG",549120,173263,51.438742,0.144094,Bexley
91457,"Cafe Vita At Erith Leisure Centre","Avenue Road, Erith, Kent","DA8 3AT",551102,177577,51.476978,0.174429,Bexley
91546,"Corner Pin PH","The Corner Pin Public House, Slade Green Road, Erith, Kent","DA8 2HX",551961,177057,51.472076,0.186562,Bexley
91562,"Crayford Arrows Sports Club","96 Perry Street, Crayford, Dartford, Kent","DA1 4RJ",551358,175223,51.455759,0.177106,Bexley
91566,"Crayford Social Club","Crayford Way, Crayford, Dartford, Kent","DA1 4JA",551536,174815,51.452037,0.179491,Bexley
91595,"Danson Sports FC","Perry Street, Crayford, Dartford, Kent","DA1 4RB",551583,175980,51.462502,0.180666,Bexley
91596,"Danson Stables","Danson Park, Danson Road, Bexleyheath, Kent","DA6 8HL",547569,175114,51.455780,0.122567,Bexley
91600,"Dartfordians Community Sports Club","Bourne Road, Bexley, Kent","DA5 1LW",549626,173798,51.443406,0.151594,Bexley
91601,"David Lloyd Leisure","Baugh Road, Sidcup, Kent","DA14 5ED",547303,171194,51.420617,0.117111,Bexley
91631,"Earl Haig Public House","The Pantiles, Bexleyheath, Kent","DA7 5HH",548756,177101,51.473324,0.140459,Bexley
91670,"Erith Rugby Football Club","Sussex Road, Erith, Kent","DA8 1JB",549726,177266,51.474550,0.154485,Bexley
91672,"Erith Veterans Club & Rotary Club Lunch Club","Park Crescent, Erith, Kent","DA8 3DE",551321,177763,51.478591,0.177660,Bexley
91684,"Falcon Harvester","Lingfield Crescent, Eltham, London","SE9 2RN",544589,175415,51.459253,0.079815,Bexley
91691,"Falconwood Private Members' Club","Falconwood Avenue, Welling, Kent","DA16 2SG",545391,175962,51.463962,0.091590,Bexley
91707,"Flower Of Kent Social Club","118 Maidstone Road, Sidcup, Kent","DA14 5HS",547728,170703,51.416104,0.123015,Bexley
91711,"Foots Cray Social Club","23-27 Cray Road, Sidcup, Kent","DA14 5BY",547265,170849,51.417527,0.116422,Bexley
91736,"George Staples","273 Blackfen Road, Sidcup, Kent","DA15 8PR",546054,174562,51.451212,0.100549,Bexley
91749,"Goals Bexleyheath At Bexleyheath School","Graham Road, Bexleyheath, Kent","DA6 7DA",548978,175638,51.460119,0.143037,Bexley
91768,"Guy Earl Of Warwick","Park View Road, Welling, Kent","DA16 1TA",547013,175689,51.461091,0.114809,Bexley
91770,"Halfway Public House","165 Lower Road, Belvedere, Kent","DA17 6DQ",550161,179056,51.490518,0.161519,Bexley
91827,"Hill Top Tap","7 - 8 Elm Parade, Main Road, Sidcup, Kent","DA14 6NF",546105,171789,51.426282,0.100139,Bexley
91847,"Horse & Groom Harvester","136 Main Road, Sidcup, Kent","DA14 6NZ",545664,171880,51.427213,0.093838,Bexley
91871,"J & K's Wine Bar","13 Lingfield Crescent, London","SE9 2RL",544679,175403,51.459121,0.081118,Bexley
91975,"Lingwood Social Club","Lingwood, Three Corners, Bexleyheath, Kent","DA7 6HE",549939,176151,51.464466,0.157076,Bexley
92043,"Martin Dene Lawn Tennis Club","Martin Dene, Bexleyheath, Kent","DA6 8NA",548718,174740,51.452119,0.138935,Bexley
92079,"Miller And Carter","Hall Place, Bourne Road, Bexley, Kent","DA5 1PQ",550223,174326,51.448002,0.160402,Bexley
92093,"Montrose Park Club","158 Hurst Road, Sidcup, Kent","DA15 9AJ",547136,173059,51.437418,0.115485,Bexley
92124,"Nags Head","37 Welling High Street, Welling, Kent","DA16 1TR",546873,175794,51.462070,0.112839,Bexley
92131,"New Cross Turnpike","55 Bellegrove Road, Welling, Kent","DA16 3PB",546281,175862,51.462826,0.104351,Bexley
92146,"Ninety Seven Wine Cocktail Bar","97 Main Road, Sidcup, Kent","DA14 6ND",546107,171829,51.426640,0.100180,Bexley
92160,"North Heath Social Club","8 Mill Road, Erith, Kent","DA8 1HN",550177,177158,51.473459,0.160942,Bexley
92171,Nyne,"267 Broadway, Bexleyheath, Kent","DA6 8DB",548624,175331,51.457454,0.137831,Bexley
92183,"Old Bexley Ex Servicemans Club","Bexley High Street, Bexley, Kent","DA5 1AB",549381,173584,51.441548,0.147981,Bexley
92193,"One Bell","170 Old Road, Crayford, Dartford, Kent","DA1 4DY",551189,175004,51.453828,0.174582,Bexley
92236,"Phoenix Sports Club","Mayplace Road East, Bexleyheath, Kent","DA7 6JT",550928,175454,51.457950,0.171006,Bexley
92259,"Plough And Harrow","143 Bellegrove Road, Welling, Kent","DA16 3QS",546003,175925,51.463472,0.100378,Bexley
92280,"Prince Of Wales Public House","13A Woolwich Road, Belvedere, Kent","DA17 5EE",548843,178249,51.483615,0.142209,Bexley
92281,"Priory Conservative Club","169 Picardy Road, Belvedere, Kent","DA17 5QL",549301,178581,51.486477,0.148940,Bexley
92287,Pure,"Albion Road, Bexleyheath, Kent","DA6 7LS",549206,175073,51.454982,0.146093,Bexley
92324,"Robin Hood & Little John","78 Lion Road, Bexleyheath, Kent","DA6 8PF",548501,175008,51.454575,0.135926,Bexley
92330,"Rose Public House","179 Broadway, Bexleyheath, Kent","DA6 7ES",548834,175280,51.456940,0.140830,Bexley
92333,"Royal British Legion Club","214A Iron Mill Lane, Crayford, Dartford, Kent","DA1 4PE",552491,175338,51.456488,0.193450,Bexley
92336,"Royal Standard","39 Nuxley Road, Belvedere, Kent","DA17 5JN",549091,178067,51.481923,0.145701,Bexley
92338,"Running Horses","Erith High Street, Erith, Kent","DA8 1QY",551545,178112,51.481667,0.181033,Bexley
92389,"Sidcup & District Conservative Club","Oxford Road, Sidcup, Kent","DA14 6LW",546861,171173,51.420552,0.110751,Bexley
92390,"Sidcup And Footscray United Services Club","108 Main Road, Sidcup, Kent","DA14 6NG",545991,171774,51.426168,0.098494,Bexley
92396,"Sidcup Recreation Club","Church Avenue, Sidcup, Kent","DA14 6BU",546516,171500,51.423570,0.105927,Bexley
92397,"Sidcup Sports Club Catering","Sydney Road, Sidcup, Kent","DA14 6RA",545516,171702,51.425651,0.091637,Bexley
92399,"Sidcup Working Men's Social Club And Institute","169 Main Road, Sidcup, Kent","DA14 6PD",545590,171977,51.428104,0.092814,Bexley
92401,"Silver Fox Micro Pub","9 Montpelier Avenue, Bexley, Kent","DA5 3AP",547826,173607,51.442171,0.125644,Bexley
92407,"Slade Green Railway Club","Forest Road, Erith, Kent","DA8 2NX",552237,176595,51.467851,0.190338,Bexley
92440,"Sporting Club Thamesmead","30 Bayliss Avenue, Thamesmead, London","SE28 8NJ",547785,180821,51.507002,0.128059,Bexley
92500,"Tanyard Lane Bar & Kitchen","61-63 Bexley High Street, Bexley, Kent","DA5 1AA",549520,173614,51.441791,0.149978,Bexley
92527,"The 151","151 Broadway, Bexleyheath, Kent","DA6 7EZ",548922,175273,51.456845,0.142092,Bexley
92528,"The Albany Hotel","Steynton Avenue, Bexley, Kent","DA5 3HN",547990,172959,51.436297,0.127720,Bexley
92529,"The Alma","The Alma Public House, 10 Alma Road, Sidcup, Kent","DA14 4EA",546341,172450,51.432160,0.103800,Bexley
92539,"The Bird And Barrell","100 Barnehurst Road, Bexleyheath, Kent","DA7 6HG",550019,176291,51.465714,0.158287,Bexley
